n,"Date Time, GMT-04:00",Temp ,Treat,Rep
333,04/18/18 06:20:00 PM,24.062,Ctrl,B
334,04/18/18 06:30:00 PM,24.062,Ctrl,B
335,04/18/18 06:40:00 PM,24.158,Ctrl,B
336,04/18/18 06:50:00 PM,24.158,Ctrl,B
337,04/18/18 07:00:00 PM,24.158,Ctrl,B
338,04/18/18 07:10:00 PM,24.158,Ctrl,B
339,04/18/18 07:20:00 PM,24.158,Ctrl,B
340,04/18/18 07:30:00 PM,24.158,Ctrl,B
341,04/18/18 07:40:00 PM,24.158,Ctrl,B
342,04/18/18 07:50:00 PM,24.158,Ctrl,B
343,04/18/18 08:00:00 PM,24.255,Ctrl,B
344,04/18/18 08:10:00 PM,24.255,Ctrl,B
345,04/18/18 08:20:00 PM,24.255,Ctrl,B
346,04/18/18 08:30:00 PM,24.255,Ctrl,B
347,04/18/18 08:40:00 PM,24.255,Ctrl,B
348,04/18/18 08:50:00 PM,24.255,Ctrl,B
349,04/18/18 09:00:00 PM,24.351,Ctrl,B
350,04/18/18 09:10:00 PM,24.351,Ctrl,B
351,04/18/18 09:20:00 PM,24.351,Ctrl,B
352,04/18/18 09:30:00 PM,24.351,Ctrl,B
353,04/18/18 09:40:00 PM,24.351,Ctrl,B
354,04/18/18 09:50:00 PM,24.351,Ctrl,B
355,04/18/18 10:00:00 PM,24.351,Ctrl,B
356,04/18/18 10:10:00 PM,24.351,Ctrl,B
357,04/18/18 10:20:00 PM,24.351,Ctrl,B
358,04/18/18 10:30:00 PM,24.351,Ctrl,B
359,04/18/18 10:40:00 PM,24.448,Ctrl,B
360,04/18/18 10:50:00 PM,24.448,Ctrl,B
361,04/18/18 11:00:00 PM,24.448,Ctrl,B
362,04/18/18 11:10:00 PM,24.448,Ctrl,B
363,04/18/18 11:20:00 PM,24.448,Ctrl,B
364,04/18/18 11:30:00 PM,24.448,Ctrl,B
365,04/18/18 11:40:00 PM,24.448,Ctrl,B
366,04/18/18 11:50:00 PM,24.448,Ctrl,B
367,04/19/18 12:00:00 AM,24.448,Ctrl,B
368,04/19/18 12:10:00 AM,24.448,Ctrl,B
369,04/19/18 12:20:00 AM,24.448,Ctrl,B
370,04/19/18 12:30:00 AM,24.448,Ctrl,B
371,04/19/18 12:40:00 AM,24.448,Ctrl,B
372,04/19/18 12:50:00 AM,24.448,Ctrl,B
373,04/19/18 01:00:00 AM,24.545,Ctrl,B
374,04/19/18 01:10:00 AM,24.545,Ctrl,B
375,04/19/18 01:20:00 AM,24.545,Ctrl,B
376,04/19/18 01:30:00 AM,24.545,Ctrl,B
377,04/19/18 01:40:00 AM,24.545,Ctrl,B
378,04/19/18 01:50:00 AM,24.545,Ctrl,B
379,04/19/18 02:00:00 AM,24.545,Ctrl,B
380,04/19/18 02:10:00 AM,24.545,Ctrl,B
381,04/19/18 02:20:00 AM,24.545,Ctrl,B
382,04/19/18 02:30:00 AM,24.545,Ctrl,B
383,04/19/18 02:40:00 AM,24.545,Ctrl,B
384,04/19/18 02:50:00 AM,24.545,Ctrl,B
385,04/19/18 03:00:00 AM,24.545,Ctrl,B
386,04/19/18 03:10:00 AM,24.545,Ctrl,B
387,04/19/18 03:20:00 AM,24.545,Ctrl,B
388,04/19/18 03:30:00 AM,24.545,Ctrl,B
389,04/19/18 03:40:00 AM,24.545,Ctrl,B
390,04/19/18 03:50:00 AM,24.545,Ctrl,B
391,04/19/18 04:00:00 AM,24.545,Ctrl,B
392,04/19/18 04:10:00 AM,24.545,Ctrl,B
393,04/19/18 04:20:00 AM,24.545,Ctrl,B
394,04/19/18 04:30:00 AM,24.545,Ctrl,B
395,04/19/18 04:40:00 AM,24.545,Ctrl,B
396,04/19/18 04:50:00 AM,24.545,Ctrl,B
397,04/19/18 05:00:00 AM,24.545,Ctrl,B
398,04/19/18 05:10:00 AM,24.545,Ctrl,B
399,04/19/18 05:20:00 AM,24.641,Ctrl,B
400,04/19/18 05:30:00 AM,24.545,Ctrl,B
401,04/19/18 05:40:00 AM,24.641,Ctrl,B
402,04/19/18 05:50:00 AM,24.641,Ctrl,B
403,04/19/18 06:00:00 AM,24.641,Ctrl,B
404,04/19/18 06:10:00 AM,24.641,Ctrl,B
405,04/19/18 06:20:00 AM,24.641,Ctrl,B
406,04/19/18 06:30:00 AM,24.641,Ctrl,B
407,04/19/18 06:40:00 AM,24.641,Ctrl,B
408,04/19/18 06:50:00 AM,24.641,Ctrl,B
409,04/19/18 07:00:00 AM,24.641,Ctrl,B
410,04/19/18 07:10:00 AM,24.641,Ctrl,B
411,04/19/18 07:20:00 AM,24.641,Ctrl,B
412,04/19/18 07:30:00 AM,24.641,Ctrl,B
413,04/19/18 07:40:00 AM,24.641,Ctrl,B
414,04/19/18 07:50:00 AM,24.738,Ctrl,B
415,04/19/18 08:00:00 AM,24.738,Ctrl,B
416,04/19/18 08:10:00 AM,24.738,Ctrl,B
417,04/19/18 08:20:00 AM,24.738,Ctrl,B
418,04/19/18 08:30:00 AM,24.738,Ctrl,B
419,04/19/18 08:40:00 AM,24.641,Ctrl,B
420,04/19/18 08:50:00 AM,24.641,Ctrl,B
421,04/19/18 09:00:00 AM,24.641,Ctrl,B
422,04/19/18 09:10:00 AM,24.641,Ctrl,B
423,04/19/18 09:20:00 AM,24.641,Ctrl,B
424,04/19/18 09:30:00 AM,24.545,Ctrl,B
425,04/19/18 09:40:00 AM,24.545,Ctrl,B
426,04/19/18 09:50:00 AM,24.545,Ctrl,B
427,04/19/18 10:00:00 AM,24.545,Ctrl,B
428,04/19/18 10:10:00 AM,24.545,Ctrl,B
429,04/19/18 10:20:00 AM,24.545,Ctrl,B
430,04/19/18 10:30:00 AM,24.448,Ctrl,B
431,04/19/18 10:40:00 AM,24.448,Ctrl,B
432,04/19/18 10:50:00 AM,24.448,Ctrl,B
433,04/19/18 11:00:00 AM,24.448,Ctrl,B
434,04/19/18 11:10:00 AM,24.448,Ctrl,B
435,04/19/18 11:20:00 AM,24.448,Ctrl,B
436,04/19/18 11:30:00 AM,24.448,Ctrl,B
437,04/19/18 11:40:00 AM,24.351,Ctrl,B
438,04/19/18 11:50:00 AM,24.351,Ctrl,B
439,04/19/18 12:00:00 PM,24.351,Ctrl,B
440,04/19/18 12:10:00 PM,24.351,Ctrl,B
441,04/19/18 12:20:00 PM,24.351,Ctrl,B
442,04/19/18 12:30:00 PM,24.351,Ctrl,B
443,04/19/18 12:40:00 PM,24.351,Ctrl,B
444,04/19/18 12:50:00 PM,24.351,Ctrl,B
445,04/19/18 01:00:00 PM,24.351,Ctrl,B
446,04/19/18 01:10:00 PM,24.351,Ctrl,B
447,04/19/18 01:20:00 PM,24.351,Ctrl,B
448,04/19/18 01:30:00 PM,24.351,Ctrl,B
449,04/19/18 01:40:00 PM,24.351,Ctrl,B
450,04/19/18 01:50:00 PM,24.351,Ctrl,B
451,04/19/18 02:00:00 PM,24.351,Ctrl,B
452,04/19/18 02:10:00 PM,24.351,Ctrl,B
453,04/19/18 02:20:00 PM,24.351,Ctrl,B
454,04/19/18 02:30:00 PM,24.351,Ctrl,B
455,04/19/18 02:40:00 PM,24.351,Ctrl,B
456,04/19/18 02:50:00 PM,24.351,Ctrl,B
457,04/19/18 03:00:00 PM,24.351,Ctrl,B
458,04/19/18 03:10:00 PM,24.351,Ctrl,B
459,04/19/18 03:20:00 PM,24.351,Ctrl,B
460,04/19/18 03:30:00 PM,24.351,Ctrl,B
461,04/19/18 03:40:00 PM,24.351,Ctrl,B
462,04/19/18 03:50:00 PM,24.351,Ctrl,B
463,04/19/18 04:00:00 PM,24.351,Ctrl,B
464,04/19/18 04:10:00 PM,24.448,Ctrl,B
465,04/19/18 04:20:00 PM,24.448,Ctrl,B
466,04/19/18 04:30:00 PM,24.448,Ctrl,B
467,04/19/18 04:40:00 PM,24.448,Ctrl,B
468,04/19/18 04:50:00 PM,24.448,Ctrl,B
469,04/19/18 05:00:00 PM,24.448,Ctrl,B
470,04/19/18 05:10:00 PM,24.545,Ctrl,B
471,04/19/18 05:20:00 PM,24.545,Ctrl,B
472,04/19/18 05:30:00 PM,24.545,Ctrl,B
473,04/19/18 05:40:00 PM,24.641,Ctrl,B
474,04/19/18 05:50:00 PM,24.738,Ctrl,B
475,04/19/18 06:00:00 PM,24.835,Ctrl,B
476,04/19/18 06:10:00 PM,24.931,Ctrl,B
477,04/19/18 06:20:00 PM,25.028,Ctrl,B
