n,"Date Time, GMT-04:00",Temp,Treat,Rep
361,04/18/18 11:00:00 PM,31.676,Heat,f
362,04/18/18 11:10:00 PM,31.676,Heat,f
363,04/18/18 11:20:00 PM,31.574,Heat,f
364,04/18/18 11:30:00 PM,31.676,Heat,f
365,04/18/18 11:40:00 PM,31.676,Heat,f
366,04/18/18 11:50:00 PM,31.574,Heat,f
367,04/19/18 12:00:00 AM,31.676,Heat,f
368,04/19/18 12:10:00 AM,31.574,Heat,f
369,04/19/18 12:20:00 AM,31.574,Heat,f
370,04/19/18 12:30:00 AM,31.676,Heat,f
371,04/19/18 12:40:00 AM,31.574,Heat,f
372,04/19/18 12:50:00 AM,31.574,Heat,f
373,04/19/18 01:00:00 AM,31.676,Heat,f
374,04/19/18 01:10:00 AM,31.574,Heat,f
375,04/19/18 01:20:00 AM,31.574,Heat,f
376,04/19/18 01:30:00 AM,31.574,Heat,f
377,04/19/18 01:40:00 AM,31.472,Heat,f
378,04/19/18 01:50:00 AM,31.574,Heat,f
379,04/19/18 02:00:00 AM,31.574,Heat,f
380,04/19/18 02:10:00 AM,31.472,Heat,f
381,04/19/18 02:20:00 AM,31.574,Heat,f
382,04/19/18 02:30:00 AM,31.574,Heat,f
383,04/19/18 02:40:00 AM,31.472,Heat,f
384,04/19/18 02:50:00 AM,31.574,Heat,f
385,04/19/18 03:00:00 AM,31.472,Heat,f
386,04/19/18 03:10:00 AM,31.472,Heat,f
387,04/19/18 03:20:00 AM,31.574,Heat,f
388,04/19/18 03:30:00 AM,31.472,Heat,f
389,04/19/18 03:40:00 AM,31.574,Heat,f
390,04/19/18 03:50:00 AM,31.472,Heat,f
391,04/19/18 04:00:00 AM,31.472,Heat,f
392,04/19/18 04:10:00 AM,31.472,Heat,f
393,04/19/18 04:20:00 AM,31.472,Heat,f
394,04/19/18 04:30:00 AM,31.472,Heat,f
395,04/19/18 04:40:00 AM,31.472,Heat,f
396,04/19/18 04:50:00 AM,31.472,Heat,f
397,04/19/18 05:00:00 AM,31.472,Heat,f
398,04/19/18 05:10:00 AM,31.472,Heat,f
399,04/19/18 05:20:00 AM,31.37,Heat,f
400,04/19/18 05:30:00 AM,31.472,Heat,f
401,04/19/18 05:40:00 AM,31.472,Heat,f
402,04/19/18 05:50:00 AM,31.37,Heat,f
403,04/19/18 06:00:00 AM,31.472,Heat,f
404,04/19/18 06:10:00 AM,31.37,Heat,f
405,04/19/18 06:20:00 AM,31.37,Heat,f
406,04/19/18 06:30:00 AM,31.472,Heat,f
407,04/19/18 06:40:00 AM,31.37,Heat,f
408,04/19/18 06:50:00 AM,31.37,Heat,f
409,04/19/18 07:00:00 AM,31.472,Heat,f
410,04/19/18 07:10:00 AM,31.37,Heat,f
411,04/19/18 07:20:00 AM,31.472,Heat,f
412,04/19/18 07:30:00 AM,31.37,Heat,f
413,04/19/18 07:40:00 AM,31.37,Heat,f
414,04/19/18 07:50:00 AM,31.472,Heat,f
415,04/19/18 08:00:00 AM,31.37,Heat,f
416,04/19/18 08:10:00 AM,31.37,Heat,f
417,04/19/18 08:20:00 AM,31.37,Heat,f
418,04/19/18 08:30:00 AM,31.268,Heat,f
419,04/19/18 08:40:00 AM,31.37,Heat,f
420,04/19/18 08:50:00 AM,31.37,Heat,f
421,04/19/18 09:00:00 AM,31.268,Heat,f
422,04/19/18 09:10:00 AM,31.37,Heat,f
423,04/19/18 09:20:00 AM,31.37,Heat,f
424,04/19/18 09:30:00 AM,31.268,Heat,f
425,04/19/18 09:40:00 AM,31.472,Heat,f
426,04/19/18 09:50:00 AM,31.472,Heat,f
427,04/19/18 10:00:00 AM,31.472,Heat,f
428,04/19/18 10:10:00 AM,31.574,Heat,f
429,04/19/18 10:20:00 AM,31.574,Heat,f
430,04/19/18 10:30:00 AM,31.574,Heat,f
431,04/19/18 10:40:00 AM,31.676,Heat,f
432,04/19/18 10:50:00 AM,31.676,Heat,f
433,04/19/18 11:00:00 AM,31.676,Heat,f
434,04/19/18 11:10:00 AM,31.778,Heat,f
435,04/19/18 11:20:00 AM,31.676,Heat,f
436,04/19/18 11:30:00 AM,31.778,Heat,f
437,04/19/18 11:40:00 AM,31.88,Heat,f
438,04/19/18 11:50:00 AM,31.778,Heat,f
439,04/19/18 12:00:00 PM,31.778,Heat,f
440,04/19/18 12:10:00 PM,31.88,Heat,f
441,04/19/18 12:20:00 PM,31.778,Heat,f
442,04/19/18 12:30:00 PM,31.778,Heat,f
443,04/19/18 12:40:00 PM,31.88,Heat,f
444,04/19/18 12:50:00 PM,31.778,Heat,f
445,04/19/18 01:00:00 PM,31.778,Heat,f
446,04/19/18 01:10:00 PM,31.88,Heat,f
447,04/19/18 01:20:00 PM,31.676,Heat,f
448,04/19/18 01:30:00 PM,31.778,Heat,f
449,04/19/18 01:40:00 PM,31.88,Heat,f
450,04/19/18 01:50:00 PM,31.778,Heat,f
451,04/19/18 02:00:00 PM,31.88,Heat,f
452,04/19/18 02:10:00 PM,31.983,Heat,f
453,04/19/18 02:20:00 PM,31.88,Heat,f
454,04/19/18 02:30:00 PM,31.983,Heat,f
455,04/19/18 02:40:00 PM,31.983,Heat,f
456,04/19/18 02:50:00 PM,31.983,Heat,f
457,04/19/18 03:00:00 PM,32.086,Heat,f
458,04/19/18 03:10:00 PM,32.086,Heat,f
459,04/19/18 03:20:00 PM,32.086,Heat,f
460,04/19/18 03:30:00 PM,32.188,Heat,f
461,04/19/18 03:40:00 PM,32.086,Heat,f
462,04/19/18 03:50:00 PM,32.086,Heat,f
463,04/19/18 04:00:00 PM,32.188,Heat,f
464,04/19/18 04:10:00 PM,31.983,Heat,f
465,04/19/18 04:20:00 PM,32.086,Heat,f
466,04/19/18 04:30:00 PM,31.88,Heat,f
467,04/19/18 04:40:00 PM,31.88,Heat,f
468,04/19/18 04:50:00 PM,31.88,Heat,f
469,04/19/18 05:00:00 PM,31.778,Heat,f
470,04/19/18 05:10:00 PM,31.778,Heat,f
471,04/19/18 05:20:00 PM,31.676,Heat,f
472,04/19/18 05:30:00 PM,31.676,Heat,f
473,04/19/18 05:40:00 PM,31.37,Heat,f
474,04/19/18 05:50:00 PM,31.268,Heat,f
475,04/19/18 06:00:00 PM,31.37,Heat,f
476,04/19/18 06:10:00 PM,31.37,Heat,f
477,04/19/18 06:20:00 PM,31.37,Heat,f
478,04/19/18 06:30:00 PM,31.472,Heat,f
479,04/19/18 06:40:00 PM,31.37,Heat,f
480,04/19/18 06:50:00 PM,31.37,Heat,f
481,04/19/18 07:00:00 PM,31.472,Heat,f
482,04/19/18 07:10:00 PM,31.37,Heat,f
483,04/19/18 07:20:00 PM,31.37,Heat,f
484,04/19/18 07:30:00 PM,31.472,Heat,f
485,04/19/18 07:40:00 PM,31.37,Heat,f
486,04/19/18 07:50:00 PM,31.472,Heat,f
487,04/19/18 08:00:00 PM,31.574,Heat,f
488,04/19/18 08:10:00 PM,31.472,Heat,f
489,04/19/18 08:20:00 PM,31.472,Heat,f
490,04/19/18 08:30:00 PM,31.574,Heat,f
491,04/19/18 08:40:00 PM,31.574,Heat,f
492,04/19/18 08:50:00 PM,31.574,Heat,f
493,04/19/18 09:00:00 PM,31.676,Heat,f
494,04/19/18 09:10:00 PM,31.574,Heat,f
495,04/19/18 09:20:00 PM,31.574,Heat,f
496,04/19/18 09:30:00 PM,31.676,Heat,f
497,04/19/18 09:40:00 PM,31.574,Heat,f
498,04/19/18 09:50:00 PM,31.676,Heat,f
499,04/19/18 10:00:00 PM,31.676,Heat,f
500,04/19/18 10:10:00 PM,31.574,Heat,f
501,04/19/18 10:20:00 PM,31.676,Heat,f
502,04/19/18 10:30:00 PM,31.676,Heat,f
503,04/19/18 10:40:00 PM,31.676,Heat,f
504,04/19/18 10:50:00 PM,31.676,Heat,f
505,04/19/18 11:00:00 PM,31.778,Heat,f
506,04/19/18 11:10:00 PM,31.676,Heat,f
507,04/19/18 11:20:00 PM,31.676,Heat,f
508,04/19/18 11:30:00 PM,31.778,Heat,f
509,04/19/18 11:40:00 PM,31.676,Heat,f
510,04/19/18 11:50:00 PM,31.778,Heat,f
511,04/20/18 12:00:00 AM,31.88,Heat,f
512,04/20/18 12:10:00 AM,31.778,Heat,f
513,04/20/18 12:20:00 AM,31.778,Heat,f
514,04/20/18 12:30:00 AM,31.88,Heat,f
