n,"Date Time, GMT-04:00",Temp ,Treat,Rep
167,04/17/18 02:40:00 PM,32.188,Heat,D
168,04/17/18 02:50:00 PM,32.086,Heat,D
169,04/17/18 03:00:00 PM,32.188,Heat,D
170,04/17/18 03:10:00 PM,32.086,Heat,D
171,04/17/18 03:20:00 PM,32.086,Heat,D
172,04/17/18 03:30:00 PM,32.086,Heat,D
173,04/17/18 03:40:00 PM,32.188,Heat,D
174,04/17/18 03:50:00 PM,32.086,Heat,D
175,04/17/18 04:00:00 PM,32.086,Heat,D
176,04/17/18 04:10:00 PM,32.086,Heat,D
177,04/17/18 04:20:00 PM,32.188,Heat,D
178,04/17/18 04:30:00 PM,32.086,Heat,D
179,04/17/18 04:40:00 PM,32.086,Heat,D
180,04/17/18 04:50:00 PM,32.188,Heat,D
181,04/17/18 05:00:00 PM,32.086,Heat,D
182,04/17/18 05:10:00 PM,32.086,Heat,D
183,04/17/18 05:20:00 PM,32.086,Heat,D
184,04/17/18 05:30:00 PM,31.983,Heat,D
185,04/17/18 05:40:00 PM,31.983,Heat,D
186,04/17/18 05:50:00 PM,31.983,Heat,D
187,04/17/18 06:00:00 PM,31.88,Heat,D
188,04/17/18 06:10:00 PM,31.88,Heat,D
189,04/17/18 06:20:00 PM,31.88,Heat,D
190,04/17/18 06:30:00 PM,31.88,Heat,D
191,04/17/18 06:40:00 PM,31.778,Heat,D
192,04/17/18 06:50:00 PM,31.778,Heat,D
193,04/17/18 07:00:00 PM,31.88,Heat,D
194,04/17/18 07:10:00 PM,31.778,Heat,D
195,04/17/18 07:20:00 PM,31.778,Heat,D
196,04/17/18 07:30:00 PM,31.778,Heat,D
197,04/17/18 07:40:00 PM,31.778,Heat,D
198,04/17/18 07:50:00 PM,31.778,Heat,D
199,04/17/18 08:00:00 PM,31.676,Heat,D
200,04/17/18 08:10:00 PM,31.778,Heat,D
201,04/17/18 08:20:00 PM,31.778,Heat,D
202,04/17/18 08:30:00 PM,31.676,Heat,D
203,04/17/18 08:40:00 PM,31.778,Heat,D
204,04/17/18 08:50:00 PM,31.778,Heat,D
205,04/17/18 09:00:00 PM,31.676,Heat,D
206,04/17/18 09:10:00 PM,31.778,Heat,D
207,04/17/18 09:20:00 PM,31.778,Heat,D
208,04/17/18 09:30:00 PM,31.778,Heat,D
209,04/17/18 09:40:00 PM,31.676,Heat,D
210,04/17/18 09:50:00 PM,31.778,Heat,D
211,04/17/18 10:00:00 PM,31.778,Heat,D
212,04/17/18 10:10:00 PM,31.676,Heat,D
213,04/17/18 10:20:00 PM,31.676,Heat,D
214,04/17/18 10:30:00 PM,31.778,Heat,D
215,04/17/18 10:40:00 PM,31.676,Heat,D
216,04/17/18 10:50:00 PM,31.676,Heat,D
217,04/17/18 11:00:00 PM,31.676,Heat,D
218,04/17/18 11:10:00 PM,31.676,Heat,D
219,04/17/18 11:20:00 PM,31.676,Heat,D
220,04/17/18 11:30:00 PM,31.676,Heat,D
221,04/17/18 11:40:00 PM,31.676,Heat,D
222,04/17/18 11:50:00 PM,31.676,Heat,D
223,04/18/18 12:00:00 AM,31.676,Heat,D
224,04/18/18 12:10:00 AM,31.676,Heat,D
225,04/18/18 12:20:00 AM,31.676,Heat,D
226,04/18/18 12:30:00 AM,31.676,Heat,D
227,04/18/18 12:40:00 AM,31.676,Heat,D
228,04/18/18 12:50:00 AM,31.676,Heat,D
229,04/18/18 01:00:00 AM,31.676,Heat,D
230,04/18/18 01:10:00 AM,31.676,Heat,D
231,04/18/18 01:20:00 AM,31.778,Heat,D
232,04/18/18 01:30:00 AM,31.676,Heat,D
233,04/18/18 01:40:00 AM,31.676,Heat,D
234,04/18/18 01:50:00 AM,31.778,Heat,D
235,04/18/18 02:00:00 AM,31.676,Heat,D
236,04/18/18 02:10:00 AM,31.676,Heat,D
237,04/18/18 02:20:00 AM,31.778,Heat,D
238,04/18/18 02:30:00 AM,31.676,Heat,D
239,04/18/18 02:40:00 AM,31.676,Heat,D
240,04/18/18 02:50:00 AM,31.676,Heat,D
241,04/18/18 03:00:00 AM,31.676,Heat,D
242,04/18/18 03:10:00 AM,31.676,Heat,D
243,04/18/18 03:20:00 AM,31.676,Heat,D
244,04/18/18 03:30:00 AM,31.778,Heat,D
245,04/18/18 03:40:00 AM,31.676,Heat,D
246,04/18/18 03:50:00 AM,31.676,Heat,D
247,04/18/18 04:00:00 AM,31.778,Heat,D
248,04/18/18 04:10:00 AM,31.676,Heat,D
249,04/18/18 04:20:00 AM,31.676,Heat,D
250,04/18/18 04:30:00 AM,31.778,Heat,D
251,04/18/18 04:40:00 AM,31.676,Heat,D
252,04/18/18 04:50:00 AM,31.676,Heat,D
253,04/18/18 05:00:00 AM,31.778,Heat,D
254,04/18/18 05:10:00 AM,31.676,Heat,D
255,04/18/18 05:20:00 AM,31.676,Heat,D
256,04/18/18 05:30:00 AM,31.778,Heat,D
257,04/18/18 05:40:00 AM,31.676,Heat,D
258,04/18/18 05:50:00 AM,31.676,Heat,D
259,04/18/18 06:00:00 AM,31.778,Heat,D
260,04/18/18 06:10:00 AM,31.676,Heat,D
261,04/18/18 06:20:00 AM,31.676,Heat,D
262,04/18/18 06:30:00 AM,31.778,Heat,D
263,04/18/18 06:40:00 AM,31.676,Heat,D
264,04/18/18 06:50:00 AM,31.676,Heat,D
265,04/18/18 07:00:00 AM,31.676,Heat,D
