n,"Date Time, GMT-04:00",Temp,Treat,Rep
219,04/17/18 11:20:00 PM,32.394,Heat,E
220,04/17/18 11:30:00 PM,32.394,Heat,E
221,04/17/18 11:40:00 PM,32.497,Heat,E
222,04/17/18 11:50:00 PM,32.497,Heat,E
223,04/18/18 12:00:00 AM,32.394,Heat,E
224,04/18/18 12:10:00 AM,32.497,Heat,E
225,04/18/18 12:20:00 AM,32.497,Heat,E
226,04/18/18 12:30:00 AM,32.394,Heat,E
227,04/18/18 12:40:00 AM,32.497,Heat,E
228,04/18/18 12:50:00 AM,32.497,Heat,E
229,04/18/18 01:00:00 AM,32.497,Heat,E
230,04/18/18 01:10:00 AM,32.394,Heat,E
231,04/18/18 01:20:00 AM,32.497,Heat,E
232,04/18/18 01:30:00 AM,32.497,Heat,E
233,04/18/18 01:40:00 AM,32.394,Heat,E
234,04/18/18 01:50:00 AM,32.497,Heat,E
235,04/18/18 02:00:00 AM,32.497,Heat,E
236,04/18/18 02:10:00 AM,32.497,Heat,E
237,04/18/18 02:20:00 AM,32.394,Heat,E
238,04/18/18 02:30:00 AM,32.497,Heat,E
239,04/18/18 02:40:00 AM,32.497,Heat,E
240,04/18/18 02:50:00 AM,32.394,Heat,E
241,04/18/18 03:00:00 AM,32.497,Heat,E
242,04/18/18 03:10:00 AM,32.497,Heat,E
243,04/18/18 03:20:00 AM,32.497,Heat,E
244,04/18/18 03:30:00 AM,32.497,Heat,E
245,04/18/18 03:40:00 AM,32.497,Heat,E
246,04/18/18 03:50:00 AM,32.394,Heat,E
247,04/18/18 04:00:00 AM,32.497,Heat,E
248,04/18/18 04:10:00 AM,32.497,Heat,E
249,04/18/18 04:20:00 AM,32.497,Heat,E
250,04/18/18 04:30:00 AM,32.497,Heat,E
251,04/18/18 04:40:00 AM,32.6,Heat,E
252,04/18/18 04:50:00 AM,32.497,Heat,E
253,04/18/18 05:00:00 AM,32.497,Heat,E
254,04/18/18 05:10:00 AM,32.6,Heat,E
255,04/18/18 05:20:00 AM,32.497,Heat,E
256,04/18/18 05:30:00 AM,32.497,Heat,E
257,04/18/18 05:40:00 AM,32.6,Heat,E
258,04/18/18 05:50:00 AM,32.6,Heat,E
259,04/18/18 06:00:00 AM,32.497,Heat,E
260,04/18/18 06:10:00 AM,32.6,Heat,E
261,04/18/18 06:20:00 AM,32.6,Heat,E
262,04/18/18 06:30:00 AM,32.497,Heat,E
263,04/18/18 06:40:00 AM,32.6,Heat,E
264,04/18/18 06:50:00 AM,32.6,Heat,E
265,04/18/18 07:00:00 AM,32.497,Heat,E
266,04/18/18 07:10:00 AM,32.6,Heat,E
267,04/18/18 07:20:00 AM,32.6,Heat,E
268,04/18/18 07:30:00 AM,32.497,Heat,E
269,04/18/18 07:40:00 AM,32.6,Heat,E
270,04/18/18 07:50:00 AM,32.704,Heat,E
271,04/18/18 08:00:00 AM,32.6,Heat,E
272,04/18/18 08:10:00 AM,32.6,Heat,E
273,04/18/18 08:20:00 AM,32.6,Heat,E
274,04/18/18 08:30:00 AM,32.6,Heat,E
275,04/18/18 08:40:00 AM,32.6,Heat,E
276,04/18/18 08:50:00 AM,32.704,Heat,E
277,04/18/18 09:00:00 AM,32.6,Heat,E
